label	longid	s	uri	strunz
Ferrierite-NH<sub>4</sub>	1:1:52850:2	gcmin:ferrierite-nh4	<https://www.mindat.org/1:1:52850:2>	09.GD.50
Ferrierite-NH4	1:1:52850:2	gcmin:ferrierite-nh4	<https://www.mindat.org/1:1:52850:2>	09.GD.50
Ferri-fluoro-katophorite	1:1:39442:8	gcmin:ferri-fluoro-katophorite	<https://www.mindat.org/1:1:39442:8>	09.DE.20
Ferri-fluoro-leakeite	1:1:39878:9	gcmin:ferri-fluoro-leakeite	<https://www.mindat.org/1:1:39878:9>	09.DE.05
Ferri-ghoseite	1:1:25680:9	gcmin:ferri-ghoseite	<https://www.mindat.org/1:1:25680:9>	09.DE.20
Ferrihollandite	1:1:43558:5	gcmin:ferrihollandite	<https://www.mindat.org/1:1:43558:5>	04.DK
Ferrihydrite	1:1:1493:5	gcmin:ferrihydrite	<https://www.mindat.org/1:1:1493:5>	04.FE.35
Ferri-kaersutite	1:1:42829:3	gcmin:ferri-kaersutite	<https://www.mindat.org/1:1:42829:3>	09.DE.15
Ferri-katophorite	1:1:2477:4	gcmin:ferri-katophorite	<https://www.mindat.org/1:1:2477:4>	09.DE.20
Ferri-leakeite	1:1:2362:3	gcmin:ferri-leakeite	<https://www.mindat.org/1:1:2362:3>	09.DE.25
Ferrilotharmeyerite	1:1:1495:9	gcmin:ferrilotharmeyerite	<https://www.mindat.org/1:1:1495:9>	08.CG.15
Ferrimolybdite	1:1:1496:6	gcmin:ferrimolybdite	<https://www.mindat.org/1:1:1496:6>	07.GB.30
Ferrinatrite	1:1:1497:3	gcmin:ferrinatrite	<https://www.mindat.org/1:1:1497:3>	07.CC.35
Ferri-obertiite	1:1:46414:3	gcmin:ferri-obertiite	<https://www.mindat.org/1:1:46414:3>	09.DE.25
Ferriperbøeite-(Ce)	1:1:51981:4	gcmin:ferriperboeite-ce	<https://www.mindat.org/1:1:51981:4>	09.BG.9.BG
Ferripyrophyllite	1:1:1498:0	gcmin:ferripyrophyllite	<https://www.mindat.org/1:1:1498:0>	09.EC.10
Ferrirockbridgeite	1:1:53168:5	gcmin:ferrirockbridgeite	<https://www.mindat.org/1:1:53168:5>	08.BC.10
Ferrisanidine	1:1:54018:8	gcmin:ferrisanidine	<https://www.mindat.org/1:1:54018:8>	09.FA.30
Ferrisepiolite	1:1:41139:0	gcmin:ferrisepiolite	<https://www.mindat.org/1:1:41139:0>	09
Ferrisicklerite	1:1:1499:7	gcmin:ferrisicklerite	<https://www.mindat.org/1:1:1499:7>	08.AB.10
Ferristrunzite	1:1:1500:0	gcmin:ferristrunzite	<https://www.mindat.org/1:1:1500:0>	08.DC.25
Ferrisurite	1:1:1501:7	gcmin:ferrisurite	<https://www.mindat.org/1:1:1501:7>	09.EC.75
Ferrisymplesite	1:1:1502:4	gcmin:ferrisymplesite	<https://www.mindat.org/1:1:1502:4>	08.CE.40
Ferri-winchite	1:1:27483:2	gcmin:ferri-winchite	<https://www.mindat.org/1:1:27483:2>	09.DE.20
Ferro-actinolite	1:1:1505:5	gcmin:ferro-actinolite	<https://www.mindat.org/1:1:1505:5>	09.DE.10
Ferroalluaudite	1:1:1507:9	gcmin:ferroalluaudite	<https://www.mindat.org/1:1:1507:9>	08.AC.10
Ferroaluminoceladonite	1:1:6933:1	gcmin:ferroaluminoceladonite	<https://www.mindat.org/1:1:6933:1>	09.EC.15
Ferro-anthophyllite	1:1:1464:5	gcmin:ferro-anthophyllite	<https://www.mindat.org/1:1:1464:5>	09.DD.05
Ferroberaunite	1:1:55602:8	gcmin:ferroberaunite	<https://www.mindat.org/1:1:55602:8>	08.DH
Ferrobobfergusonite	1:1:51833:8	gcmin:ferrobobfergusonite	<https://www.mindat.org/1:1:51833:8>	08.AC.07
Ferrobustamite	1:1:1511:6	gcmin:ferrobustamite	<https://www.mindat.org/1:1:1511:6>	09.DG.05
Ferrocarpholite	1:1:1512:3	gcmin:ferrocarpholite	<https://www.mindat.org/1:1:1512:3>	09.DB.05
Ferroceladonite	1:1:6935:5	gcmin:ferroceladonite	<https://www.mindat.org/1:1:6935:5>	09.EC.15
Ferrochiavennite	1:1:43568:2	gcmin:ferrochiavennite	<https://www.mindat.org/1:1:43568:2>	09.GF.25
Ferro-edenite	1:1:1472:0	gcmin:ferro-edenite	<https://www.mindat.org/1:1:1472:0>	09.DE.15
Ferroericssonite	1:1:40566:3	gcmin:ferroericssonite	<https://www.mindat.org/1:1:40566:3>	09
Ferro-ferri-fluoro-leakeite	1:1:6951:5	gcmin:ferro-ferri-fluoro-leakeite	<https://www.mindat.org/1:1:6951:5>	09.DE.25
Ferro-ferri-hornblende	1:1:43379:0	gcmin:ferro-ferri-hornblende	<https://www.mindat.org/1:1:43379:0>	09.DE.10
Ferro-ferri-katophorite	1:1:1494:2	gcmin:ferro-ferri-katophorite	<https://www.mindat.org/1:1:1494:2>	09.DE.20
Ferro-ferri-nybøite	1:1:6926:3	gcmin:ferro-ferri-nyboite	<https://www.mindat.org/1:1:6926:3>	09.DE.25
Ferro-ferri-obertiite	1:1:39635:6	gcmin:ferro-ferri-obertiite	<https://www.mindat.org/1:1:39635:6>	09.DE.25
Ferro-ferri-pedrizite	1:1:30915:6	gcmin:ferro-ferri-pedrizite	<https://www.mindat.org/1:1:30915:6>	09.DE.25
Ferro-glaucophane	1:1:1516:1	gcmin:ferro-glaucophane	<https://www.mindat.org/1:1:1516:1>	09.DE.25
Ferrohexahydrite	1:1:1517:8	gcmin:ferrohexahydrite	<https://www.mindat.org/1:1:1517:8>	07.CB.25
Ferrohögbomite-2N2S	1:1:11114:4	gcmin:ferrohogbomite-2n2s	<https://www.mindat.org/1:1:11114:4>	04.CB
Ferro-hornblende	1:1:1519:2	gcmin:ferro-hornblende	<https://www.mindat.org/1:1:1519:2>	09.DE.10
Ferroindialite	1:1:43879:5	gcmin:ferroindialite	<https://www.mindat.org/1:1:43879:5>	09.CJ.05
Ferro-katophorite	1:1:2168:1	gcmin:ferro-katophorite	<https://www.mindat.org/1:1:2168:1>	09.DE.20
Ferrokentbrooksite	1:1:7106:8	gcmin:ferrokentbrooksite	<https://www.mindat.org/1:1:7106:8>	09.CO.10
Ferrokësterite	1:1:1522:2	gcmin:ferrokesterite	<https://www.mindat.org/1:1:1522:2>	02.CB.15a
Ferrokinoshitalite	1:1:6938:6	gcmin:ferrokinoshitalite	<https://www.mindat.org/1:1:6938:6>	09.EC.35
Ferrolaueite	1:1:6939:3	gcmin:ferrolaueite	<https://www.mindat.org/1:1:6939:3>	08.DC.30
Ferromerrillite	1:1:31308:9	gcmin:ferromerrillite	<https://www.mindat.org/1:1:31308:9>	08.AC.45
Ferronickelplatinum	1:1:1523:9	gcmin:ferronickelplatinum	<https://www.mindat.org/1:1:1523:9>	01.AG.40
Ferronigerite-2N1S	1:1:2903:8	gcmin:ferronigerite-2n1s	<https://www.mindat.org/1:1:2903:8>	04.FC.20
Ferronigerite-6N6S	1:1:11451:2	gcmin:ferronigerite-6n6s	<https://www.mindat.org/1:1:11451:2>	04.FC.20
Ferronordite-(Ce)	1:1:6941:6	gcmin:ferronordite-ce	<https://www.mindat.org/1:1:6941:6>	09.DO.15
Ferronordite-(La)	1:1:11208:2	gcmin:ferronordite-la	<https://www.mindat.org/1:1:11208:2>	09.DO.15
Ferro-papikeite	1:1:54667:8	gcmin:ferro-papikeite	<https://www.mindat.org/1:1:54667:8>	09.DD.05
Ferro-pargasite	1:1:1524:6	gcmin:ferro-pargasite	<https://www.mindat.org/1:1:1524:6>	09.DE.15
Ferrorhodonite	1:1:47916:3	gcmin:ferrorhodonite	<https://www.mindat.org/1:1:47916:3>	09.DK
Ferro-richterite	1:1:1526:0	gcmin:ferro-richterite	<https://www.mindat.org/1:1:1526:0>	09.DE.20
Ferrorockbridgeite	1:1:52914:9	gcmin:ferrorockbridgeite	<https://www.mindat.org/1:1:52914:9>	08.BC.10
Ferrorosemaryite	1:1:27542:4	gcmin:ferrorosemaryite	<https://www.mindat.org/1:1:27542:4>	08.AC.15
Ferrosaponite	1:1:29079:7	gcmin:ferrosaponite	<https://www.mindat.org/1:1:29079:7>	09.EC.45
Ferroselite	1:1:1527:7	gcmin:ferroselite	<https://www.mindat.org/1:1:1527:7>	02.EB.10a
Ferrosilite	1:1:1528:4	gcmin:ferrosilite	<https://www.mindat.org/1:1:1528:4>	09.DA.05
Ferroskutterudite	1:1:30906:8	gcmin:ferroskutterudite	<https://www.mindat.org/1:1:30906:8>	02.EC.05
Ferrostrunzite	1:1:1529:1	gcmin:ferrostrunzite	<https://www.mindat.org/1:1:1529:1>	08.DC.25
Ferrotaaffeite-2N'2S	1:1:42821:1	gcmin:ferrotaaffeite-2n2s	<https://www.mindat.org/1:1:42821:1>	04.FC.25
Ferrotaaffeite-6N'3S	1:1:3142:0	gcmin:ferrotaaffeite-6n3s	<https://www.mindat.org/1:1:3142:0>	04
Ferro-taramite	1:1:106:9	gcmin:ferro-taramite	<https://www.mindat.org/1:1:106:9>	09.DE.20
Ferrotitanowodginite	1:1:6944:7	gcmin:ferrotitanowodginite	<https://www.mindat.org/1:1:6944:7>	04.DB.40
Ferrotochilinite	1:1:41905:5	gcmin:ferrotochilinite	<https://www.mindat.org/1:1:41905:5>	02.FD.35
Ferrotorryweiserite	1:1:55677:2	gcmin:ferrotorryweiserite	<https://www.mindat.org/1:1:55677:2>	02.CC
Ferro-tschermakite	1:1:1532:1	gcmin:ferro-tschermakite	<https://www.mindat.org/1:1:1532:1>	09.DE.10
Ferrotychite	1:1:1533:8	gcmin:ferrotychite	<https://www.mindat.org/1:1:1533:8>	05.BF.05
Ferrovalleriite	1:1:42850:3	gcmin:ferrovalleriite	<https://www.mindat.org/1:1:42850:3>	02.FD
Ferrowodginite	1:1:1535:2	gcmin:ferrowodginite	<https://www.mindat.org/1:1:1535:2>	04.DB.40
Ferrowyllieite	1:1:1536:9	gcmin:ferrowyllieite	<https://www.mindat.org/1:1:1536:9>	08.AC.15
Ferruccite	1:1:1537:6	gcmin:ferruccite	<https://www.mindat.org/1:1:1537:6>	03.CA.05
Fersmanite	1:1:1538:3	gcmin:fersmanite	<https://www.mindat.org/1:1:1538:3>	09.BE.72
Fersmite	1:1:1539:0	gcmin:fersmite	<https://www.mindat.org/1:1:1539:0>	04.DG.05
Feruvite	1:1:1540:6	gcmin:feruvite	<https://www.mindat.org/1:1:1540:6>	09.CK.05
Fervanite	1:1:1541:3	gcmin:fervanite	<https://www.mindat.org/1:1:1541:3>	04.HG.05
Fetiasite	1:1:1542:0	gcmin:fetiasite	<https://www.mindat.org/1:1:1542:0>	04.JB.05
Fettelite	1:1:1543:7	gcmin:fettelite	<https://www.mindat.org/1:1:1543:7>	02.LA.30
Feynmanite	1:1:51977:1	gcmin:feynmanite	<https://www.mindat.org/1:1:51977:1>	07.EC.50
Fianelite	1:1:6946:1	gcmin:fianelite	<https://www.mindat.org/1:1:6946:1>	08.FC.05
Fibroferrite	1:1:1544:4	gcmin:fibroferrite	<https://www.mindat.org/1:1:1544:4>	07.DC.15
Fichtelite	1:1:1545:1	gcmin:fichtelite	<https://www.mindat.org/1:1:1545:1>	10.BA.05
Fiedlerite	1:1:1547:5	gcmin:fiedlerite	<https://www.mindat.org/1:1:1547:5>	03.DC.10
Filatovite	1:1:26577:3	gcmin:filatovite	<https://www.mindat.org/1:1:26577:3>	08.AC.85
Filipstadite	1:1:1548:2	gcmin:filipstadite	<https://www.mindat.org/1:1:1548:2>	04.BB.05
Fillowite	1:1:1549:9	gcmin:fillowite	<https://www.mindat.org/1:1:1549:9>	08.AC.50
Finchite	1:1:52152:7	gcmin:finchite	<https://www.mindat.org/1:1:52152:7>	04.HB.15
Fingerite	1:1:1550:5	gcmin:fingerite	<https://www.mindat.org/1:1:1550:5>	08.BB.80
Finnemanite	1:1:1551:2	gcmin:finnemanite	<https://www.mindat.org/1:1:1551:2>	04.JB.45
Fischesserite	1:1:1552:9	gcmin:fischesserite	<https://www.mindat.org/1:1:1552:9>	02.BA.75
Fivegite	1:1:39711:5	gcmin:fivegite	<https://www.mindat.org/1:1:39711:5>	09.EB.30
Fizélyite	1:1:1554:3	gcmin:fizelyite	<https://www.mindat.org/1:1:1554:3>	02.JB.40a
Flaggite	1:1:55596:8	gcmin:flaggite	<https://www.mindat.org/1:1:55596:8>	07.DF
Flagstaffite	1:1:1555:0	gcmin:flagstaffite	<https://www.mindat.org/1:1:1555:0>	10.CA.10
Flamite	1:1:46073:0	gcmin:flamite	<https://www.mindat.org/1:1:46073:0>	09.AH.45
Fleischerite	1:1:1556:7	gcmin:fleischerite	<https://www.mindat.org/1:1:1556:7>	07.DF.25
Fletcherite	1:1:1557:4	gcmin:fletcherite	<https://www.mindat.org/1:1:1557:4>	02.DA.05
Flinkite	1:1:1558:1	gcmin:flinkite	<https://www.mindat.org/1:1:1558:1>	08.BE.30
Flinteite	1:1:46109:4	gcmin:flinteite	<https://www.mindat.org/1:1:46109:4>	03.A
Florencite-(Ce)	1:1:1560:4	gcmin:florencite-ce	<https://www.mindat.org/1:1:1560:4>	08.BL.13
Florencite-(La)	1:1:1561:1	gcmin:florencite-la	<https://www.mindat.org/1:1:1561:1>	08.BL.13
Florencite-(Nd)	1:1:1562:8	gcmin:florencite-nd	<https://www.mindat.org/1:1:1562:8>	08.BL.13
Florencite-(Sm)	1:1:42495:0	gcmin:florencite-sm	<https://www.mindat.org/1:1:42495:0>	08.BL.13
Florensovite	1:1:1563:5	gcmin:florensovite	<https://www.mindat.org/1:1:1563:5>	02.DA.05
Flörkeite	1:1:38900:0	gcmin:florkeite	<https://www.mindat.org/1:1:38900:0>	09.GC.10
Fluckite	1:1:1564:2	gcmin:fluckite	<https://www.mindat.org/1:1:1564:2>	08.CG
Fluellite	1:1:1565:9	gcmin:fluellite	<https://www.mindat.org/1:1:1565:9>	08.DE.10
Fluoborite	1:1:1566:6	gcmin:fluoborite	<https://www.mindat.org/1:1:1566:6>	06.AB.50
Fluocerite-(Ce)	1:1:1567:3	gcmin:fluocerite-ce	<https://www.mindat.org/1:1:1567:3>	03.AC.15
Fluocerite-(La)	1:1:1568:0	gcmin:fluocerite-la	<https://www.mindat.org/1:1:1568:0>	03.AC.15
Fluoralforsite	1:1:470604:1	gcmin:fluoralforsite	<https://www.mindat.org/1:1:470604:1>	08.BN
Fluorannite	1:1:10333:0	gcmin:fluorannite	<https://www.mindat.org/1:1:10333:0>	09.EC.20
Fluorapatite	1:1:1572:7	gcmin:fluorapatite	<https://www.mindat.org/1:1:1572:7>	08.BN.05
Fluorapophyllite-(K)	1:1:1573:4	gcmin:fluorapophyllite-k	<https://www.mindat.org/1:1:1573:4>	09.EA.15
Fluorapophyllite-(Na)	1:1:2851:2	gcmin:fluorapophyllite-na	<https://www.mindat.org/1:1:2851:2>	09.EA.15
Fluorarrojadite-(BaFe)	1:1:29065:4	gcmin:fluorarrojadite-bafe	<https://www.mindat.org/1:1:29065:4>	08.BF.05
Fluorarrojadite-(BaNa)	1:1:50781:9	gcmin:fluorarrojadite-bana	<https://www.mindat.org/1:1:50781:9>	08.BF.05
Fluorbarytolamprophyllite	1:1:51411:0	gcmin:fluorbarytolamprophyllite	<https://www.mindat.org/1:1:51411:0>	09.BE.25
Fluorbritholite-(Ce)	1:1:1574:1	gcmin:fluorbritholite-ce	<https://www.mindat.org/1:1:1574:1>	09.AH.25
Fluorbritholite-(Nd)	1:1:470770:3	gcmin:fluorbritholite-nd	<https://www.mindat.org/1:1:470770:3>	09.AH
Fluorbritholite-(Y)	1:1:39556:0	gcmin:fluorbritholite-y	<https://www.mindat.org/1:1:39556:0>	09.AH.25
Fluor-buergerite	1:1:818:7	gcmin:fluor-buergerite	<https://www.mindat.org/1:1:818:7>	09.CK.05
Fluorcalciobritholite	1:1:29138:9	gcmin:fluorcalciobritholite	<https://www.mindat.org/1:1:29138:9>	09.AH.25
Fluorcalciomicrolite	1:1:40354:0	gcmin:fluorcalciomicrolite	<https://www.mindat.org/1:1:40354:0>	04.DH.15
Fluorcalciopyrochlore	1:1:40341:6	gcmin:fluorcalciopyrochlore	<https://www.mindat.org/1:1:40341:6>	04.DH.15
Fluorcalcioroméite	1:1:40367:4	gcmin:fluorcalcioromeite	<https://www.mindat.org/1:1:40367:4>	04.DH.20
Fluorcanasite	1:1:32288:3	gcmin:fluorcanasite	<https://www.mindat.org/1:1:32288:3>	09.DG.80
Fluorcaphite	1:1:6948:5	gcmin:fluorcaphite	<https://www.mindat.org/1:1:6948:5>	08.BN.05
Fluorcarletonite	1:1:53722:7	gcmin:fluorcarletonite	<https://www.mindat.org/1:1:53722:7>	09.EB.20
Fluorchegemite	1:1:42739:1	gcmin:fluorchegemite	<https://www.mindat.org/1:1:42739:1>	09.AF.50
Fluor-dravite	1:1:39892:9	gcmin:fluor-dravite	<https://www.mindat.org/1:1:39892:9>	09.CK.05
Fluor-elbaite	1:1:39706:3	gcmin:fluor-elbaite	<https://www.mindat.org/1:1:39706:3>	09.CK.05
Fluorellestadite	1:1:1575:8	gcmin:fluorellestadite	<https://www.mindat.org/1:1:1575:8>	09.AH.25
Fluorite	1:1:1576:5	gcmin:fluorite	<https://www.mindat.org/1:1:1576:5>	03.AB.25
Fluorkyuygenite	1:1:43913:8	gcmin:fluorkyuygenite	<https://www.mindat.org/1:1:43913:8>	04.CC.10
Fluorlamprophyllite	1:1:46037:8	gcmin:fluorlamprophyllite	<https://www.mindat.org/1:1:46037:8>	09.BE.25
Fluor-liddicoatite	1:1:41296:4	gcmin:fluor-liddicoatite	<https://www.mindat.org/1:1:41296:4>	09.CK.05
Fluorluanshiweiite	1:1:53851:8	gcmin:fluorluanshiweiite	<https://www.mindat.org/1:1:53851:8>	09.EC.10
Fluormayenite	1:1:43883:8	gcmin:fluormayenite	<https://www.mindat.org/1:1:43883:8>	04.CC.10
Fluornatrocoulsellite	1:1:39766:5	gcmin:fluornatrocoulsellite	<https://www.mindat.org/1:1:39766:5>	03
Fluornatromicrolite	1:1:7047:4	gcmin:fluornatromicrolite	<https://www.mindat.org/1:1:7047:4>	04.DH.15
Fluornatropyrochlore	1:1:40337:3	gcmin:fluornatropyrochlore	<https://www.mindat.org/1:1:40337:3>	04.DH
Fluoro-cannilloite	1:1:6949:2	gcmin:fluoro-cannilloite	<https://www.mindat.org/1:1:6949:2>	09.DE.10
Fluorocronite	1:1:40179:1	gcmin:fluorocronite	<https://www.mindat.org/1:1:40179:1>	03.AB
Fluoro-edenite	1:1:6950:8	gcmin:fluoro-edenite	<https://www.mindat.org/1:1:6950:8>	09.DE.15
Fluorokinoshitalite	1:1:32667:6	gcmin:fluorokinoshitalite	<https://www.mindat.org/1:1:32667:6>	09.EC.35
Fluoro-leakeite	1:1:39547:2	gcmin:fluoro-leakeite	<https://www.mindat.org/1:1:39547:2>	09.DE.25
Fluoro-pargasite	1:1:27537:2	gcmin:fluoro-pargasite	<https://www.mindat.org/1:1:27537:2>	09.DE.15
Fluorophlogopite	1:1:29139:8	gcmin:fluorophlogopite	<https://www.mindat.org/1:1:29139:8>	09.EC.20
Fluoro-richterite	1:1:6952:2	gcmin:fluoro-richterite	<https://www.mindat.org/1:1:6952:2>	09.DE.20
Fluoro-riebeckite	1:1:43487:8	gcmin:fluoro-riebeckite	<https://www.mindat.org/1:1:43487:8>	09.DE.25
Fluorotetraferriphlogopite	1:1:40156:0	gcmin:fluorotetraferriphlogopite	<https://www.mindat.org/1:1:40156:0>	09.EC.20
Fluoro-tremolite	1:1:31324:7	gcmin:fluoro-tremolite	<https://www.mindat.org/1:1:31324:7>	09.DE.10
Fluorowardite	1:1:42790:2	gcmin:fluorowardite	<https://www.mindat.org/1:1:42790:2>	08.DL.10
Fluorphosphohedyphane	1:1:39334:0	gcmin:fluorphosphohedyphane	<https://www.mindat.org/1:1:39334:0>	08.BN.05
Fluorpyromorphite	1:1:56022:5	gcmin:fluorpyromorphite	<https://www.mindat.org/1:1:56022:5>	08.BN
Fluor-schorl	1:1:29118:5	gcmin:fluor-schorl	<https://www.mindat.org/1:1:29118:5>	09.CK
Fluorsigaiite	1:1:56027:0	gcmin:fluorsigaiite	<https://www.mindat.org/1:1:56027:0>	08.BN
Fluorstrophite	1:1:3757:6	gcmin:fluorstrophite	<https://www.mindat.org/1:1:3757:6>	08.BN.05
Fluor-tsilaisite	1:1:43353:2	gcmin:fluor-tsilaisite	<https://www.mindat.org/1:1:43353:2>	09.CK.05
Fluor-uvite	1:1:43562:8	gcmin:fluor-uvite	<https://www.mindat.org/1:1:43562:8>	09.CK.05
Fluorvesuvianite	1:1:25683:6	gcmin:fluorvesuvianite	<https://www.mindat.org/1:1:25683:6>	09.BG.35
Fluorwavellite	1:1:46907:8	gcmin:fluorwavellite	<https://www.mindat.org/1:1:46907:8>	08.DC.50
Foggite	1:1:1578:9	gcmin:foggite	<https://www.mindat.org/1:1:1578:9>	08.DL.05
Fogoite-(Y)	1:1:46576:2	gcmin:fogoite-y	<https://www.mindat.org/1:1:46576:2>	09.BE.22
Foitite	1:1:1579:6	gcmin:foitite	<https://www.mindat.org/1:1:1579:6>	09.CK.05
Fontanite	1:1:1580:2	gcmin:fontanite	<https://www.mindat.org/1:1:1580:2>	05.EC.05
Foordite	1:1:1581:9	gcmin:foordite	<https://www.mindat.org/1:1:1581:9>	04.DG.15
Footemineite	1:1:30765:3	gcmin:footemineite	<https://www.mindat.org/1:1:30765:3>	08.DA.10
Forêtite	1:1:42728:5	gcmin:foretite	<https://www.mindat.org/1:1:42728:5>	08.DF.50
Formanite-(Y)	1:1:1582:6	gcmin:formanite-y	<https://www.mindat.org/1:1:1582:6>	07.GA.10
Formicaite	1:1:6954:6	gcmin:formicaite	<https://www.mindat.org/1:1:6954:6>	10.AA.05
Fornacite	1:1:1583:3	gcmin:fornacite	<https://www.mindat.org/1:1:1583:3>	07.FC.10
Forsterite	1:1:1584:0	gcmin:forsterite	<https://www.mindat.org/1:1:1584:0>	09.AC.05
Foshagite	1:1:1585:7	gcmin:foshagite	<https://www.mindat.org/1:1:1585:7>	09.DG.15
Fougèrite	1:1:27543:3	gcmin:fougerite	<https://www.mindat.org/1:1:27543:3>	04.FL.05
Fourmarierite	1:1:1587:1	gcmin:fourmarierite	<https://www.mindat.org/1:1:1587:1>	04.GB.25
Fowlerite	1:1:11200:0	gcmin:fowlerite	<https://www.mindat.org/1:1:11200:0>	09.DK.05
Fraipontite	1:1:1588:8	gcmin:fraipontite	<https://www.mindat.org/1:1:1588:8>	09.ED.15
Francevillite	1:1:1589:5	gcmin:francevillite	<https://www.mindat.org/1:1:1589:5>	04.HB.15
Franciscanite	1:1:1590:1	gcmin:franciscanite	<https://www.mindat.org/1:1:1590:1>	09.AF.75
Francisite	1:1:1591:8	gcmin:francisite	<https://www.mindat.org/1:1:1591:8>	04.JG.25
Franckeite	1:1:1592:5	gcmin:franckeite	<https://www.mindat.org/1:1:1592:5>	02.HF.25b
Francoanellite	1:1:1593:2	gcmin:francoanellite	<https://www.mindat.org/1:1:1593:2>	08.CH.25
Françoisite-(Ce)	1:1:27480:5	gcmin:francoisite-ce	<https://www.mindat.org/1:1:27480:5>	08.EC.05
Françoisite-(Nd)	1:1:1594:9	gcmin:francoisite-nd	<https://www.mindat.org/1:1:1594:9>	08.EC.05
Franconite	1:1:1595:6	gcmin:franconite	<https://www.mindat.org/1:1:1595:6>	04.FM.15
Frankamenite	1:1:6957:7	gcmin:frankamenite	<https://www.mindat.org/1:1:6957:7>	09.DG.90
Frankdicksonite	1:1:1596:3	gcmin:frankdicksonite	<https://www.mindat.org/1:1:1596:3>	03.AB.25
Frankhawthorneite	1:1:6958:4	gcmin:frankhawthorneite	<https://www.mindat.org/1:1:6958:4>	04.FD.25
Franklinfurnaceite	1:1:1597:0	gcmin:franklinfurnaceite	<https://www.mindat.org/1:1:1597:0>	09.EC.55
Franklinite	1:1:1598:7	gcmin:franklinite	<https://www.mindat.org/1:1:1598:7>	04.BB.05
Franklinphilite	1:1:1599:4	gcmin:franklinphilite	<https://www.mindat.org/1:1:1599:4>	09.EG.40
Fransoletite	1:1:1600:7	gcmin:fransoletite	<https://www.mindat.org/1:1:1600:7>	08.CA.05
Franzinite	1:1:1601:4	gcmin:franzinite	<https://www.mindat.org/1:1:1601:4>	09.FB.05
Freboldite	1:1:1602:1	gcmin:freboldite	<https://www.mindat.org/1:1:1602:1>	02.CC.05
Fredrikssonite	1:1:1603:8	gcmin:fredrikssonite	<https://www.mindat.org/1:1:1603:8>	06.AB.30
Freedite	1:1:1604:5	gcmin:freedite	<https://www.mindat.org/1:1:1604:5>	04.JB.65
Freibergite	1:1:1605:2	gcmin:freibergite	<https://www.mindat.org/1:1:1605:2>	02.GB.05
Freieslebenite	1:1:1606:9	gcmin:freieslebenite	<https://www.mindat.org/1:1:1606:9>	02.JB.15
Fresnoite	1:1:1607:6	gcmin:fresnoite	<https://www.mindat.org/1:1:1607:6>	09.BE.15
Freudenbergite	1:1:1608:3	gcmin:freudenbergite	<https://www.mindat.org/1:1:1608:3>	04.CC.10
Friedelite	1:1:1609:0	gcmin:friedelite	<https://www.mindat.org/1:1:1609:0>	09.EE.10
Friedrichbeckeite	1:1:38698:8	gcmin:friedrichbeckeite	<https://www.mindat.org/1:1:38698:8>	09.CM.05
Friedrichite	1:1:1610:6	gcmin:friedrichite	<https://www.mindat.org/1:1:1610:6>	02.HB.05a
Fritzscheite	1:1:1611:3	gcmin:fritzscheite	<https://www.mindat.org/1:1:1611:3>	04.HB.15
Frohbergite	1:1:1612:0	gcmin:frohbergite	<https://www.mindat.org/1:1:1612:0>	02.EB.10a
Frolovite	1:1:1613:7	gcmin:frolovite	<https://www.mindat.org/1:1:1613:7>	06.AC.20
Frondelite	1:1:1614:4	gcmin:frondelite	<https://www.mindat.org/1:1:1614:4>	08.BC.10
Froodite	1:1:1615:1	gcmin:froodite	<https://www.mindat.org/1:1:1615:1>	02.AC.45a
Fuenzalidaite	1:1:1618:2	gcmin:fuenzalidaite	<https://www.mindat.org/1:1:1618:2>	07.DG.40
Fuettererite	1:1:42738:2	gcmin:fuettererite	<https://www.mindat.org/1:1:42738:2>	04.FE.50
Fukalite	1:1:1619:9	gcmin:fukalite	<https://www.mindat.org/1:1:1619:9>	09.DQ.05
Fukuchilite	1:1:1620:5	gcmin:fukuchilite	<https://www.mindat.org/1:1:1620:5>	02.EB.05a
Fulbrightite	1:1:53867:9	gcmin:fulbrightite	<https://www.mindat.org/1:1:53867:9>	08.CJ.35
Fülöppite	1:1:1559:8	gcmin:fuloppite	<https://www.mindat.org/1:1:1559:8>	02.HC.10a
